logits,hallucination_scores
[ 1.5512874 -3.7110047  0.5734082],0.5513377
[ 1.8985131  -3.6269403  -0.49610978],0.22622828
[-2.47314    1.1409749 -1.0708085],0.30229124
[-0.36534172 -1.2583992   2.162628  ],0.26310062
[ 0.75001436 -1.5523405  -2.0842087 ],0.33450472
[-1.6893563  1.4716738 -1.8657361],0.19640064
[-0.40956092 -3.8341298   3.8277526 ],0.0500148
[ 1.3929008  0.9870782 -2.7805653],0.7280879
[-0.38716394  2.6474047  -3.6010928 ],0.13722846
[-1.0446981 -4.0205173  4.5315475],0.015721506
[ 1.1592318  -0.81884193 -1.3166561 ],0.41829523
[-0.4761292   0.63171995 -1.7554004 ],0.6121461
[ 0.14075047  0.16051762 -1.4347144 ],0.9225576
[ 2.4183674 -2.3333025 -0.8994903],0.12880647
[-0.3152552   0.41692406 -0.22200562],0.85626316
[ 0.4860915  -1.0203347  -0.18034764],0.7881416
[ 1.635832   1.0222658 -3.5879228],0.6563443
[-1.3791169  2.3864527 -2.175771 ],0.10162469
[-2.2260334 -3.443297   4.8057003],0.0050572488
[ 1.8296821 -0.7839192 -1.1179136],0.28210604
[ 2.7249045 -0.4681865 -1.17342  ],0.16521604
[-3.5604072  1.1877633  2.9728568],0.33544624
[ 4.4301257 -3.100956  -3.3153515],0.0042708274
[-2.3511393   1.7174034  -0.26224646],0.32765454
[-3.138717  -2.3086503  5.379942 ],0.0029498336
[ 2.6734772 -2.563949  -1.1226195],0.086744815
[-0.38440856 -0.76510787  0.38222227],0.79684305
[-2.537197  -1.5284046  3.347399 ],0.03750676
[ 1.7104397 -1.4450831 -2.0371456],0.17512482
[-0.04093919  0.63550293 -2.5057068 ],0.6823034
[-2.9584358 -2.0871136  3.8486748],0.015138967
[ 2.0565639  -0.37817875 -2.7414901 ],0.23025058
[-0.40677413 -0.23671234 -0.12498616],0.97727144
[ 0.49052316 -4.78934     3.200083  ],0.1699276
[ 0.7117916  0.2637225 -1.4950695],0.7889617
[-0.3321285  0.7511978 -1.1386774],0.65863645
[-2.0560982 -3.4166632  5.467944 ],0.0030425438
[ 1.6274518  -3.3841324  -0.43046165],0.2916241
[-1.005974   0.8794317 -3.0559165],0.350837
[-0.79463947 -4.312046    2.924303  ],0.07738076
[ 0.7395282   0.29549682 -2.7091608 ],0.73449874
[-1.0036157  1.4269513 -2.5894852],0.25118613
[-4.2483954   0.42594835  1.653496  ],0.477065
[-1.0987148 -0.638458  -0.3832165],0.93235207
[-2.3835793  1.186761  -1.6533381],0.21592636
[-3.1864905 -2.3933227  5.3557653],0.0028082435
[ 0.6794299  -2.3415582   0.03225559],0.6951995
[ 1.708489  -0.5963881 -2.8662035],0.25552
[-1.8921542 -4.3996506  5.652118 ],0.0025410189
[ 0.7034043  -0.33295614 -1.4483305 ],0.64754426
[-1.4561839   0.98245466 -1.0178326 ],0.41774252
[ 0.5815751 -1.2371243 -0.1348999],0.75111043
[ 2.8347805 -2.3339438 -1.8393219],0.051285468
[ 0.1188271  0.8081391 -3.483742 ],0.6464878
[-2.837964  -3.3527865  5.0848384],0.0025884074
[ 2.608686    0.22181943 -4.40755   ],0.21873978
[-0.16857098  0.85104334 -2.321139  ],0.58861625
[-2.67068     0.36111525  1.5712258 ],0.502655
[ 0.88565946 -1.0339851  -0.911209  ],0.50689816
[-3.5812984  3.4054658 -0.7618459],0.05465818
[-2.0926645   0.19579765  0.89407223],0.682999
[ 0.9971386  -0.60664296 -0.5268129 ],0.5936389
[ 0.04081693  2.3106465  -2.653029  ],0.25404227
[-0.4190157 -3.5761614  3.93393  ],0.045779426
[ 0.29373324 -1.2065934  -0.48562136],0.76307774
[ 1.4578635   0.16887748 -2.5713377 ],0.48717356
[ 0.3384344 -4.4571104  2.8083093],0.20509651
[-0.4940844  -0.4167111   0.50458944],0.7779101
[-1.6602393  1.7605221 -1.6224172],0.17303422
[-3.2526658 -1.0959408  4.148482 ],0.02251571
[ 0.9920025 -0.9756762  0.459534 ],0.7841139
[ 1.0652657  -0.5700991  -0.26073727],0.6300039
[-2.1384418 -1.615352   3.194533 ],0.04522079
[-0.6682929   0.36979064 -0.59455305],0.765535
[-0.90003353  0.46221077 -0.6746979 ],0.6979657
[-0.8359138 -1.444693   1.0441265],0.4350717
[ 1.1936402 -0.913229  -0.8246301],0.4478095
[-0.5934619   0.9213613  -0.34083933],0.6559737
[ 0.65833974 -0.33540678 -1.629887  ],0.64747036
[ 0.59446174 -2.3120713   0.09009255],0.7381116
[-0.5779536  2.2582564 -2.5530653],0.17569098
[-1.7723345 -2.9586635  3.8288202],0.01899075
[ 2.3176768 -3.23762   -1.7926885],0.06651281
[-2.904296   1.4495659 -0.8362881],0.26399285
[-2.1360705 -1.0267911  3.4067   ],0.05380066
[ 0.86516565  0.36301786 -2.8743408 ],0.7107172
[-0.8673043  1.6609918 -2.3957899],0.2354527
[-1.8142195 -2.8717177  3.3093512],0.029849857
[ 1.8249199 -1.4455702 -1.8493042],0.168491
[ 0.14937271  1.3028243  -3.0192869 ],0.51612705
[ 1.7169847 -0.6551819 -3.064521 ],0.24035701
[ 0.08741438 -0.306691   -0.51551884],0.9121715
[-0.16884398  0.9788754  -2.0821483 ],0.56050193
[ 0.0322026  -0.69740975 -0.06691989],0.96070176
[ 1.8581992 -1.0036945 -1.5770752],0.22063649
[-1.6462581  3.4506142 -3.2003953],0.027770368
[ 0.11455344 -4.52491     4.5765567 ],0.040091485
[-0.0450234 -0.4744089 -1.0005783],0.8825512
[-1.0379151   0.98745835 -1.3498229 ],0.4229633
[-1.3199106 -1.6195662  1.4115548],0.26141888
[-0.2739951  -0.40222034 -1.775356  ],0.9065879
[-0.7369012  2.3760962 -3.994523 ],0.12861657
[ 1.2377125 -5.7158127  3.8398743],0.18340757
[ 2.1336467 -0.5697789 -2.0595918],0.20738234
[ 0.29975045 -0.6528096  -0.7254357 ],0.7691293
[ 0.94729584 -5.2678604   3.4018443 ],0.20555799
[ 1.2192998  -2.2771025   0.21772544],0.5803195
[-0.2429298   0.88327587 -2.3168705 ],0.5593467
[ 0.9527641 -4.05209    2.4418724],0.405734
[-0.42157277 -0.25666007 -1.4105917 ],0.9222226
[-1.5344925  2.1993186 -2.2305102],0.10702615
[ 0.4388229   0.23272546 -2.2881248 ],0.8214896
[-1.3149911   0.29717356 -0.03259904],0.8560092
[-0.8122689  1.1496779 -1.0387928],0.4487879
[-0.11282476 -1.7560575   1.2427878 ],0.51191056
[ 0.7306802 -1.3910435 -0.3195067],0.6466321
[-2.4204507  1.1201017  0.7530183],0.75250185
[-1.5524824 -3.723924   5.5770397],0.003953611
[ 1.8833903  1.2711245 -3.6817403],0.65420485
[-0.21073943  2.261878   -2.8686998 ],0.21900101
[-1.5849745 -0.6821834  1.8577412],0.26027846
[ 0.3134842   0.15272522 -1.9454933 ],0.85425997
[-1.6855421  1.6147697 -1.1140256],0.2439231
[-3.6271756   1.7207716  -0.17914969],0.31892705
[ 1.4023584  -1.8932649  -0.70294523],0.33675224
[-0.7093424  1.446308  -2.371958 ],0.3035068
[ 1.4744141  -3.0057647   0.21969882],0.4858764
[-0.6526303  0.3906241 -0.785665 ],0.7361084
[-0.61885333  1.3455565  -2.5943604 ],0.33482236
[-0.4430724 -1.012705   0.8682691],0.6082263
[ 2.5936377 -1.4097458 -1.4860979],0.10377066
[-2.1844053  1.3502439  1.2089248],0.8110317
[-0.09340309 -0.89880574  2.0606792 ],0.3492382
[ 2.321708   -2.0012758  -0.59629923],0.1779905
[-0.44570565  1.2846876  -1.6626359 ],0.43024
[-1.896767  -4.9230943  7.739571 ],0.0001187174
[ 1.9564605 -0.6493249 -3.8351007],0.19232222
[-0.28707567  1.7001085  -3.1770506 ],0.3075431
[-0.12913515 -2.3320835   1.069249  ],0.531847
[ 0.7504178  0.0667345 -2.255536 ],0.6860578
[-0.7962207  1.1654613 -2.0632732],0.36694628
[-0.7101942 -1.4290357  1.6585796],0.3062111
[ 0.8215451  -0.60984254 -1.839758  ],0.515345
[-0.4342164  0.2574327 -2.0366619],0.7227512
[-3.1047213 -2.4579556  4.1993046],0.008345804
[ 1.1082687 -0.8518758 -2.9157348],0.3328946
[-2.4808662  1.8075106 -1.508716 ],0.14078194
[-0.50892675 -1.1430742   0.12913193],0.81393564
[ 1.018866   -1.9646854  -0.49688306],0.4750614
[-1.0747656  -0.3035963  -0.78200287],0.8854306
[-0.35709545 -4.4679527   4.0352936 ],0.042943254
[ 1.5761206 -1.518538  -0.9084916],0.28890792
[-1.4655528  2.328387  -2.1785033],0.10139766
[-2.091167  -3.8011916  5.713966 ],0.0021469998
[ 1.7656626 -3.277555  -0.8973839],0.19333334
[-2.207219    0.776772   -0.52555823],0.5257362
[-0.8519993 -0.4325135 -0.9053578],0.91412824
[ 1.8863088 -0.933494  -1.8952137],0.20839387
[-0.6359813  -0.5546882   0.44623023],0.7539197
[-2.2952247 -1.8781774  3.9162493],0.019679153
[ 2.3446767 -1.6879395 -2.5852754],0.079364866
[ 0.38624132  0.20999295 -2.2097719 ],0.8343191
[ 1.4860383  -2.6766756   0.08273652],0.45447835
[-1.0277498   0.0418628   0.70633316],0.7701037
[ 0.4406929   0.37319523 -1.0140486 ],0.9218672
[-2.200919    0.18456295  1.1037446 ],0.60988533
[ 1.5196193 -1.2057314 -2.1022143],0.2269823
[-1.2207942  0.5865979 -1.1279224],0.53453195
[-0.8593674 -2.696041   2.3244758],0.13548583
[ 2.607172  -0.4524655 -3.3535714],0.13659206
[-0.4456939  3.405292  -4.5204716],0.06822079
[-0.8258197 -5.202565   4.9480786],0.012590767
[ 1.8220587 -2.5304415 -2.793033 ],0.07270436
[-0.5609534 -0.5668124 -0.9502136],0.9922957
[-0.54067904 -2.7468462   0.79555166],0.4910213
[ 1.7976273 -1.1537305 -2.937409 ],0.1641812
[-1.0388805  1.196062  -1.6641792],0.34310597
[-3.7925396  2.0196114  0.7609681],0.46922156
[ 2.2842808 -1.5524731 -1.4101169],0.13043797
[-0.9845378  1.5196384 -1.4431801],0.29546362
[-1.3149308 -3.6353745  5.111814 ],0.007577091
[ 0.03364223  0.37144586 -1.6210166 ],0.8286875
[-1.102539   1.4839529 -1.6618291],0.27165556
[-1.9768143 -4.0251374  5.5944896],0.002594112
[ 2.0952942 -2.4285827 -0.6563293],0.19218752
[-0.7163859  -0.24860367 -0.40776566],0.9624624
[-1.2025971 -2.9564953  3.9750054],0.025088623
[ 0.28234452 -0.4624355  -1.6321789 ],0.7368183
[ 0.9698281  -0.30528954 -2.6331553 ],0.504236
[-1.4559056 -3.6464152  4.299046 ],0.014198993
[ 0.9128833 -0.8882197 -0.9187373],0.5160446
[-0.86698204  0.6999134  -0.90393645],0.5853946
[ 0.05001216 -0.07437311 -0.8191932 ],0.9480787
[ 1.3134471 -1.5746968 -2.5298512],0.19800575
[-1.2485465  0.8690071 -2.404316 ],0.33583057
[-1.5356927 -1.0768951  0.8900377],0.42482263
[ 2.1953475 -3.3864474 -0.7929688],0.14742815
[-2.1066492  1.9366536 -1.4362459],0.14446184
[-2.2679641 -1.5695713  1.8597156],0.1370814
[ 2.7610989 -1.0006565 -1.6746942],0.10519561
[-2.8941107   2.8163261   0.42649683],0.22522576
[-0.9203241 -1.4111282  3.4768705],0.06506413
[ 1.2911867  -0.55291855 -2.1058226 ],0.38131803
[-0.11818387  0.40488467 -0.87724525],0.8381759
[-0.06394906 -0.275197   -1.0525557 ],0.9239877
[ 0.43955976  0.15564343 -2.1888897 ],0.8068127
[-1.3159056  0.865046  -1.3739804],0.407515
[-2.828072  -4.3222146  5.9302087],0.00076956954
[ 0.8874288 -1.3250324 -1.2812716],0.41222593
[-1.5696727  2.7865882 -3.855149 ],0.04838448
[-3.0891366 -0.8386651  1.3818539],0.2721913
[ 1.0125535  -1.3530613   0.06599548],0.6536474
[-1.2211967  2.5232704 -2.2182424],0.09868006
[-1.2847184 -1.3496097  0.8325845],0.42355338
[ 1.5965481   0.15513018 -2.2857578 ],0.45291764
[-0.673829   1.4701854 -1.2041845],0.372622
[-0.4360423   0.44997656 -0.80114233],0.76202154
[ 2.880348  -0.7359685 -1.9801123],0.10431877
[ 0.74134356  1.093879   -1.336134  ],0.79972005
[ 1.6671554 -4.2386637  2.4464476],0.6009148
[ 4.6762805 -4.0239315 -2.0719619],0.005839221
[-1.6910241  2.7377074 -2.1561701],0.063841
[-3.1949668 -1.6718665  4.5291624],0.010344851
[ 1.2317142 -1.7265409 -1.3473084],0.28577656
[-1.5229084  2.6303008 -2.5807877],0.069106326
[-2.9053142 -0.5626141  3.3437762],0.07066773
[-0.09408619 -0.8077923  -1.5835446 ],0.77885747
[-1.5141352  1.3914917 -2.6526299],0.18832733
[ 1.179546 -6.022902  2.872458],0.35242814
[ 0.60857046  0.7259908  -1.4384964 ],0.86902666
[-0.21712595  0.5791936  -0.38529012],0.8064156
[-1.5242156  -0.31359583  1.194255  ],0.49394992
[ 1.44809    1.1664586 -4.279043 ],0.7468262
[-0.05875518  2.3624551  -3.6641448 ],0.21781346
[-3.6820493  -0.69360554  3.5818818 ],0.049343202
[ 0.5949395  -0.38218543 -2.0170655 ],0.62963647
[-1.5491898  0.9926517 -1.0775541],0.3963682
[-1.4798032 -4.480833   4.6647468],0.009367131
[ 3.510335  -2.5781732 -1.9751865],0.02441993
[-1.43581    1.5137631 -1.2583909],0.2627313
[-3.5678003 -2.3780718  5.294101 ],0.0027258643
[ 2.8813536 -2.0305712 -3.2506084],0.034717087
[-0.36864343 -0.6012621  -2.206339  ],0.86250293
[ 0.00651988 -2.565021    1.2673645 ],0.50017554
[ 3.5168977 -2.116012  -2.9649246],0.01998848
[ 0.9962958   0.89269125 -2.907054  ],0.8125715
[-2.1928866  -0.30882505  2.9051888 ],0.13146335
[ 0.06742994 -0.32950714 -1.5562602 ],0.840191
[ 0.4113774   0.23230574 -1.9177806 ],0.84641933
[-2.249451  -1.7106955  2.9994462],0.049055886
[ 1.4594271  -0.33399126 -2.3704953 ],0.37370268
[ 0.26221648  0.1268811  -1.1691706 ],0.9097239
[-2.2020571 -3.3361764  5.347868 ],0.003119764
[ 0.80350137 -1.2184962   0.1648026 ],0.75453115
[ 0.02855986  0.39415863 -1.9615517 ],0.80051655
[-4.0700955 -1.0365024  4.9641137],0.010669393
[ 0.60578465 -0.9358711  -1.9142739 ],0.5011574
[-1.7364405  1.1701497 -1.4501357],0.28438205
[-3.5694125   0.09037204  2.725798  ],0.18476588
[ 2.6488726 -4.6182323  0.5928596],0.27676594
[-0.88305676 -0.5258863  -0.3581543 ],0.9584367
[-2.4213116 -4.813631   6.9860654],0.00023466873
[ 3.8739183 -1.7238166 -2.0921097],0.023835072
[ 1.2947094  1.4533217 -2.6085918],0.79584736
[-1.4573642 -3.3359015  5.2885685],0.0059083495
[ 2.3276346  -2.6371584   0.39403856],0.31695747
[-1.1088157  2.5034633 -1.4417617],0.13105202
[-1.1927509   0.26439747 -0.01061379],0.8787998
[-0.01814841 -1.4970707  -0.27088878],0.88203704
[-2.242726    0.21700379  0.12319823],0.8596449
[-0.66713136 -1.6429268   0.16897418],0.7232855
[ 0.9822239   0.13910505 -2.4170227 ],0.6269777
[-1.7383666   1.4539025  -0.03837329],0.4689128
[-0.60552377 -2.5522127   2.223858  ],0.17719188
[ 0.88390565 -2.3214314  -0.1897285 ],0.5728637
[-0.31942704 -0.771899   -0.91608644],0.90132225
[-3.0089211 -1.3708158  2.2128954],0.10037477
[ 2.315461  -1.9785615 -2.3029592],0.07482441
[-1.1473197   0.59863853 -0.656195  ],0.63381946
[-2.0968106 -5.1185646  6.721958 ],0.0005708371
[ 1.1588057 -2.8797123 -0.2980016],0.4444799
[-1.5704194 -0.4722856 -1.036365 ],0.8439113
[-4.0025225 -1.5286686  5.133827 ],0.005996455
[ 0.47520244 -0.877403   -0.844742  ],0.6616856
[ 0.04844978  1.4666183  -2.9222903 ],0.44547915
[ 0.6952986 -3.3302097  1.2004598],0.69484055
[ 0.6425312  -0.2540944  -0.79586685],0.7423806
[-2.0657551  2.4817605 -0.9343649],0.12562865
[-0.71711266 -1.3262604   1.67455   ],0.30874288
[ 0.79862994 -0.14747502 -1.5418143 ],0.65552986
[-1.7974832  1.958744  -1.9349778],0.12428512
[-1.2960811 -1.3348589  2.1560502],0.16385993
[ 0.40215608  0.09165543 -2.199752  ],0.80149376
[ 0.15052237  0.86911666 -2.8662732 ],0.6507411
[-3.4096375 -1.5938988  3.572091 ],0.02513359
[ 2.4131012  -0.39366198 -3.3491664 ],0.16641255
[-1.0502448  3.0956306 -3.2945166],0.05817991
[-2.7482305 -0.6549784  2.3756118],0.14880624
[ 3.093574  -1.5025545 -1.9739424],0.055230964
[-0.9628613  2.0694623 -2.2128558],0.16706657
[-2.1165223 -0.9193642  2.9467807],0.085520744
[ 1.099438  -1.2414937 -0.9795783],0.41355667
[-0.70367545  0.78930926 -1.5919255 ],0.52302444
[ 0.09171104 -2.7568133   2.8461423 ],0.17438501
[-0.51825696  0.6368592  -1.4562255 ],0.62416023
[ 0.26935613  1.1881055  -3.4426787 ],0.5756953
[ 0.00648161 -4.7828236   1.966976  ],0.29724097
[ 1.3585243 -2.6470282  0.2929866],0.5473423
[-0.46670035  0.09110889 -0.89270043],0.8540909
[-0.05742497 -1.6739485   0.47935247],0.7705616
[ 1.254046   -0.77252996 -1.1346024 ],0.41783276
[-0.5842294   0.3714352   0.14380342],0.9229191
[-1.8969892  -0.24219203  0.70169413],0.6389731
[ 1.7861012 -2.2044609 -0.759732 ],0.23528135
[-0.3311411 -0.1338139 -1.1833788],0.9227294
[-2.0773895 -2.8145626  4.295306 ],0.010557334
[ 0.64818436  0.59878623 -3.098443  ],0.8289462
[-1.1783701  1.897187  -2.2483175],0.16708755
[-2.0685277 -2.893114   3.4688218],0.021906855
[ 1.190167   -1.927577    0.25095567],0.61246455
[-0.32261467  0.569247   -1.0462949 ],0.7273283
[-0.75666595 -2.6254878   2.2328103 ],0.15763825
[ 2.3810153 -2.2540376 -2.449903 ],0.058541715
[-1.7783918  -0.23265782 -0.97100526],0.7684809
[ 0.4185756 -3.3865588  1.9651753],0.39899582
[ 4.1147947 -3.0309675 -1.9439096],0.012847367
[ 0.36527967  0.18248923 -1.9693843 ],0.8452763
[-1.0401763  -1.4707056   0.85258627],0.44777748
[ 0.57599956  0.8144833  -2.2442012 ],0.8007318
[-0.50972205  1.1649507  -1.003722  ],0.50424373
[-1.3695754 -4.0156927  4.938426 ],0.008235439
[ 2.8857439 -2.7138467 -2.6632586],0.02798185
[-0.6698422  1.1088965 -3.171705 ],0.36325395
[-1.0272408 -1.8407207  1.2389227],0.3226635
[ 0.0484435  0.8864293 -2.1467054],0.6434162
[-1.5040576  2.042711  -1.0676054],0.189157
[-2.4394932 -1.280737   4.23022  ],0.020706473
[ 2.3896446  -2.1149142  -0.92152995],0.13513485
[-1.2396523   0.59386146  0.38116825],0.8671866
[-1.5849032  2.0844452 -1.5618819],0.14126685
[ 0.5504382  0.9191288 -2.958335 ],0.7439425
[-0.35958853  0.41355816 -2.2198362 ],0.6811073
[-0.53214884 -3.1525779   2.7898395 ],0.112416565
[ 1.130199  -3.0553873  1.3858266],0.76472956
[-0.02079621  0.9548577  -1.1990303 ],0.6620927
[ 0.19900338  0.13155457 -0.5282217 ],0.96657383
[ 0.5719491  -0.84944177 -1.1699883 ],0.59902334
[-2.2444975  2.8540926 -2.2148507],0.042899165
[-2.6563182 -2.6823578  4.6981397],0.0054733916
[ 0.92288285 -1.7515363  -1.3467016 ],0.35248315
[-0.6125696  1.4605619 -1.5830189],0.3576203
[-0.21070106 -1.1850108   0.46068132],0.7755785
[ 0.69599324 -3.2223477   1.659763  ],0.55948114
[ 0.5871288  1.0538039 -2.1285446],0.7371739
[-0.24649097  0.08246814 -0.74372447],0.9113822
[ 0.69870836 -0.12382451 -1.1097766 ],0.72677803
[-1.5047761  2.521631  -1.2735531],0.1166958
[-0.13471588 -0.0503835  -0.5309251 ],0.97528535
[ 2.308599  -2.3984845 -2.177622 ],0.06586383
[ 1.6658493 -1.5460712 -2.6643357],0.14850062
[-1.6642373 -1.4907163  1.9667068],0.15600947
[ 0.70235384 -2.4300544  -0.06315037],0.65856075
[-1.4217808  1.167073  -1.066815 ],0.3654322
[-1.1866575 -1.0785304  1.2756026],0.35906914
[ 2.973193  -2.4925025 -2.1280427],0.036935687
[-0.37577838  0.87946415 -2.982581  ],0.50072366
[-0.60284996 -5.513244    5.643425  ],0.008119128
[ 3.6701214 -1.1056827 -4.6732225],0.031203192
[-0.09371262  2.5286725  -4.1911583 ],0.18459353
[-2.9023316 -2.1114252  3.866286 ],0.014893723
[ 1.8554902 -2.0453863 -1.9342453],0.12205296
[-1.9839911  1.102977  -0.7697055],0.39254123
[-0.444594  -2.957834   2.1398637],0.20322783
[ 1.9516901 -1.8914592 -1.642308 ],0.13654129
[ 0.8011115  0.6369114 -1.9651735],0.8299703
[-1.317573  -1.9765524  2.3415513],0.11490643
[ 1.2189072 -3.1897507  1.4586644],0.76642215
[-1.3134979 -1.686366   1.8732811],0.1814979
[-1.0473288 -0.9545268  1.3584254],0.37057573
[ 1.0846214  -2.0087614  -0.55727214],0.4403448
[-0.7916761  0.6793057 -1.4511348],0.5499109
[-0.8560662 -1.7934244  3.0710099],0.08590428
[-0.830521    0.06796677 -1.8707699 ],0.69795156
[-2.0353558   0.0101718   0.16043575],0.8599895
[-3.3688424 -2.076256   4.6472573],0.006657922
[ 1.0103106   0.21316756 -2.6098907 ],0.63224363
[-0.4183156  0.8143494 -0.9633701],0.6355151
[-1.2497361 -2.7338204  2.898311 ],0.06399438
[ 0.6058755  1.4110175 -2.361768 ],0.6255717
[-1.5385416  4.6649094 -3.5075846],0.009672292
[-4.0389132 -1.5523688  5.1890793],0.005560358
[ 0.47192284 -0.02772916 -1.6318774 ],0.78287446
[ 0.82629514  0.12789565 -2.089062  ],0.68623793
[-3.0054398 -1.1218121  3.391176 ],0.04414128
[-0.83547175 -0.8537619   0.8592978 ],0.5489316
[ 0.538168   -1.241313   -0.84648687],0.6027348
[-2.4324472 -3.0163176  6.257519 ],0.0011123737
[ 1.5566919   0.20193556 -3.4362795 ],0.45150447
[-0.6538711  0.935719  -1.1253562],0.53186345
[ 1.3873053 -1.9017795 -0.623024 ],0.35441238
[ 0.58415604 -0.1729522  -1.695162  ],0.70723265
[-0.4772938  0.9017365 -1.7472813],0.5283423
[-1.3025442 -2.4070313  2.8910623],0.06611122
[-0.31316447 -0.39656696 -1.3954035 ],0.942668
[ 0.68928087  0.5855118  -2.047366  ],0.8454647
[ 0.02737162  0.5061407  -1.1025685 ],0.82277524
[ 0.98245895  0.55438745 -3.2882984 ],0.720304
[-0.39495292  1.8283086  -3.3943114 ],0.2583431
[-0.9102274  0.6167337 -1.3980805],0.54926205
[ 2.1407225  -2.7502868  -0.94175917],0.14748248
[-0.43404502  0.5708482  -0.99785656],0.7061396
[-3.2062607   0.00419399  2.5240495 ],0.20513849
[ 1.2892014 -0.7234551 -2.2698863],0.34051925
[-0.3790241   0.12252049 -1.558565  ],0.81213987
[-1.7810925 -3.6555655  4.9191713],0.0061712977
[ 3.2443495 -2.3040726 -1.8756064],0.035577904
[-1.6876093  3.9948156 -3.9687445],0.015025431
[ 0.50746965 -4.8808036   4.9857283 ],0.0392587
[ 1.0788525  -0.58415854 -0.527192  ],0.5712143
[-1.4941726   1.3057451  -0.71938205],0.38324702
[-2.204016 -0.756585  3.201976],0.075602666
[ 0.2935721  -0.8373834  -0.53038335],0.78614414
[-3.3556988  1.9407513 -0.8215299],0.1769092
[-3.194298    0.20273219  3.4277148 ],0.11683405
[ 3.2357092 -3.4400132  0.0243745],0.117846504
[-0.3541709  1.1393547 -0.7310418],0.57078695
[-1.6131716 -3.8854518  5.9433517],0.0025665362
[ 1.3197646 -1.9108298 -0.3167197],0.43402192
[ 0.1793806   0.43035978 -1.5712247 ],0.8481804
[-0.40720418 -1.8030726   1.3943923 ],0.40046927
[ 0.0891884   0.06485588 -0.74729276],0.96833766
[ 0.13610761  0.33942685 -1.2776381 ],0.8832371
[-0.80984753 -3.4411902   2.5489213 ],0.109001346
[ 1.1760817  -0.5372884  -0.44799015],0.56208444
[-1.0734918  2.0416105 -0.8332187],0.23918806
[ 1.2852647  -0.9890131  -0.17705537],0.5388358
[ 2.9220996 -1.3031372 -3.0465841],0.057605874
[ 0.1753285  0.4195509 -2.248943 ],0.8147353
[ 1.1299053 -5.0978484  3.1452177],0.28331912
[-0.33473134 -0.18847889 -1.7386113 ],0.8996811
[-1.0663978   0.71866906 -2.140661  ],0.4248268
[-1.5173906  -0.39898077  0.19502193],0.7883031
[ 1.3338696  -2.5954838   0.00856709],0.4806357
[-2.4533114   2.100341    0.12979527],0.31692538
[-1.392248   -0.14431101  0.25957105],0.8365973
[ 0.12814134  1.6151513  -3.7114477 ],0.41395476
[-1.3350434  3.42681   -4.408649 ],0.03221953
[-3.8324049 -3.7555988  6.4139686],0.00014850915
[ 1.8941548   0.28347138 -3.312566  ],0.38515094
[ 0.9883852  2.6188824 -3.3912516],0.3735631
[ 0.59737563 -0.6181834   0.01756256],0.831197
[ 2.5674798 -1.3501735 -1.5756102],0.105764724
[-1.2875648  1.692602  -0.8416747],0.29010165
[-2.3791242  -0.49083933  3.3539875 ],0.07806066
[ 0.40918252 -0.94746614 -1.3260748 ],0.6131755
[-3.0779433  -0.21498582  2.127915  ],0.23831213
[-2.9320674 -2.122044   3.8765607],0.014539048
[ 2.4005237 -1.6538228 -2.265427 ],0.08389539
[-1.3819972  1.5902257 -1.9878751],0.20117329
[-0.14551626 -2.7197678   1.2822878 ],0.45268428
[ 3.0723212   0.13669616 -4.0916533 ],0.14413437
[-0.47472307  1.7537128  -2.0770333 ],0.29041374
[ 0.03174641 -4.310853    4.1206727 ],0.05547828
[ 0.50961304 -0.38577977 -1.2026533 ],0.71793836
[-1.2352287  1.2830095 -0.7332111],0.40779138
[-1.1895227 -2.6820648  2.888721 ],0.067812055
[ 1.0224994 -1.1595778 -1.3749477],0.39132607
[-2.2989445   1.084036   -0.24827178],0.49856603
[-1.1624957  -1.4326363   0.93472916],0.407961
[ 0.47827166 -0.51138735 -1.4083824 ],0.68073314
[-1.6202887  1.934304  -1.7876371],0.14470764
[-1.1457266 -2.2926445  1.9140843],0.16664186
[ 1.3010321  -0.47313344 -1.8036859 ],0.4114416
[-0.2959935  -0.34795183 -1.1414362 ],0.9628375
[-1.8405092  -0.12272245  0.66526115],0.68479264
[ 1.3838477   0.23215836 -3.6080956 ],0.5057509
[-1.1011215  2.0329278 -2.0064745],0.16518089
[ 0.21100502 -0.69884455 -0.54214644],0.819782
[ 2.6391356 -2.2808328 -3.053716 ],0.038268544
[-1.4708827  1.200862  -2.3480835],0.23728225
[-3.5579114 -4.0846467  6.1599264],0.00026961043
[ 1.4706635  1.3267071 -4.1987014],0.7840647
[-1.4838291  2.821198  -2.896915 ],0.05664287
[-3.3899293 -3.2778733  5.195219 ],0.0017349765
[ 1.7538579 -1.5614594 -2.436683 ],0.14395943
[ 0.00723134  1.3992352  -3.2459247 ],0.44716808
[-0.2702657 -3.5779002  1.6223791],0.32218248
[ 1.0744146  0.6223397 -2.762694 ],0.72213364
[-0.6250179   0.98564065 -1.4995296 ],0.4891336
[-0.45858204 -0.9737221   1.0275573 ],0.5590807
[-0.35845917  1.1094759  -2.369402  ],0.46125513
[-1.720524   1.0788015 -0.6120685],0.44844726
[-4.594058  -0.7499763  4.275412 ],0.024856726
[ 0.5226396 -1.3290105 -1.230096 ],0.52252114
[-0.05644146  0.07125632 -1.5765778 ],0.8972522
[-2.7421079 -1.2353151  2.9099267],0.06390904
[ 2.2641528  -3.8262513  -0.57250386],0.16028067
